title,url,summary
「キミはせかいのはじまりをしっているか」～ポケモン本編の悪の組織とは～【リモポケ学会#4】,https://www.youtube.com/watch?v=tYP62qoR0Bw,"この動画では、主に政府や人間のバックボーンについての議論が行われています。赤城が政府に対する見解を述べ、人間のバックボーンについて考察しています。また、新作のスカーレットバイオレットが1月18日に発売されることが発表され、その作品がオープンワールドで進行が自由であることが明らかにされました。物語を進行させるか、ストップさせるかについての議論もあり、悪の組織についての考察も行われています。

その後、視聴者からの質問や感想を募集し、それに対する回答が行われています。特に、アーサー車台の存在についての質問や、ロシアのシリーズについての見解を求める質問などがありました。また、ゲームの概念や魅力についての議論も行われ、特にポケモンゴーについての話題が出てきました。その他にも、悪の普遍的な概念についての議論や、世界の発展についての意見などが述べられています。"
「伝説の鳥ポケモン」とは何か～ファイヤーは既に進化したポケモンである～【リモポケ学会#3】,https://www.youtube.com/watch?v=C_8lQ0Epy7E,この動画では、主にゲームに関するディスカッションが行われています。特定の技やキャラクターの能力についての詳細な分析が含まれています。また、特定のキャラクターが特定の技を覚えることができるかどうかについても議論されています。さらに、一部のキャラクターが特定の要素を失った理由についても触れられています。動画の終わりには、視聴者からの質問に対する回答の時間が設けられています。また、動画の終了後も質疑応答の時間が設けられていることが言及されています。全体的に、この動画はゲームの特定の側面について深く掘り下げた内容となっています。
『ティラノサウルスの化石』を探しに行こう【リモポケ学会#3】,https://www.youtube.com/watch?v=BhSinaoJM4c,"この動画では、発表者が自身の作品について語っています。彼は現実の世界観とポケモンの世界観を比較しながら、よりポケモンの世界に深く潜っていくことを目指して制作したと述べています。彼のプレゼンテーションはポケモン化石博物館ほどのものではないと自己評価していますが、視聴者がポケモンの世界に近づいたと感じたなら、それ以上の喜びはないと述べています。

また、発表者はこの発表に協力した多くの人々に感謝の意を表しています。彼は特に、フレーム画像やテンプレートなどの物資を提供した人々、そしてプロジェクトの進行を支えたスタッフや関係者に感謝しています。

さらに、発表者はティラノサウルスについてのテーマを取り上げ、それがどのような意味を持つのか、そしてそれがどのような本質的なものなのかについて語っています。彼はこのテーマを選んだ理由や、それをどのようにまとめ上げたのかについても触れています。

最後に、発表者はポケモンの世界についての独自の解釈を述べています。彼はポケモンの世界を、人間とポケモン以外の動物が存在しない世界として表現しています。これは彼が20年ほど前に構築したポケモンの世界観に基づいています。"
『未知』の存在について【リモポケ学会#2】,https://www.youtube.com/watch?v=RlUth3y71QY,"この動画では、主に英語と日本語を交えた深い議論が展開されています。特定の主題についての考察や意見交換が行われており、その中で様々な視点や知識が披露されています。また、視聴者からのコメントや質問に対する反応も見受けられます。

一部では、シンボルや象形文字、文化の起源についての考察が行われています。ナスカの地上絵がモチーフとして取り上げられ、その象形文字から文化が生まれた可能性について議論がなされています。また、視聴者からのコメントに対して、その視点が鋭いと評価しています。

また、動画の中では、特定のURLや小説について言及されています。これについては、視聴者に感想を求めています。さらに、台風についての話題も出てきており、これについてはさらなる議論を求めているようです。

動画の終わりには、コミュニティの拡大とコミュニケーションの重要性について触れています。視聴者に対して、コミュニティを広げてコミュニケーションを取ることを奨励しています。

また、別の部分では、英単語の存在についての議論が行われています。これについては、プレゼンテーションが可能なほどの内容があると述べています。さらに、特定の人物や場所についても言及されており、それらがどのように教えられたか、誰がその場所を知っているのかといった問いについて考察しています。

最後に、びっくりとはてなについての考察が行われています。これについては、感情を表すモースという観点から考えられると述べています。"
&quot;今&quot;をトキメク　1/8192の世界【リモポケ学会#2】,https://www.youtube.com/watch?v=PCElzkYT78k,"この動画では、色違いのポケモンについての話題が中心になっています。まず、色違いのポケモンが出現する確率が1/8192であることについて触れ、その出現率の低さについての意見を述べています。その上で、色違いのポケモンが欲しい人が何らかの手段でそれを得ることができる環境について肯定的な意見を述べています。また、ジェンダーアルセウスやポケモンゴーなど、手に入れやすいポケモンについても触れています。

次に、色違いのポケモンが孵化する可能性について説明しています。特定の方法を利用して卵の状態で色違いのポケモンが出現する可能性を高めることができ、その方法を並行世界で繰り返すことで色違いのポケモンが生まれる世界にたどり着くと説明しています。

さらに、色違いのポケモンについての説明が不足しているかもしれないと述べつつ、視聴者が1/8192の世界に興味を持つことを願っています。また、過去に色違いのポケモンに取り組んでいたフォロワーさんや、資料提供をしてくれた3名に感謝の意を表しています。

最後に、視聴者に対して、もし興味があれば色違いのポケモンを探すことを勧め、新たなポケモンとのドラマが待っていることを約束しています。そして、色違いのポケモンは確実に出現すると強調し、視聴者に感謝の言葉を述べて動画を終えています。"
96～&#39;99 ポケモンホビーを共に振り返ろう【リモポケ学会#5】,https://www.youtube.com/watch?v=f29jmmz77N4,"この動画では、主にポケモンについてのプレゼンテーションが行われています。まず、視聴者に対して質問がある場合はコメント欄に投稿するように指示が出されています。その後、プレゼンターは自身が新参者であること、そして以前に公園祭で実際の64を見た経験があることを語ります。

プレゼンテーションの中で、特定のポケモン関連商品について触れられています。例えば、「ちびぽけハウス」や「ポケモンクリスマスコット」などの商品が挙げられています。これらの商品はモンスターボールの形をしたぬいぐるみで、ジッパーを開けると別のぬいぐるみが出てくるという特徴があります。しかし、これらの商品についての詳細な情報は限られており、オークションサイトで見つけることができる程度だと述べています。

その後、ポケモンがどのように生まれ、なぜ多くの人々に受け入れられたのかについての解説が行われます。この部分の詳細な内容は明らかにされていませんが、ポケモンの誕生とその普及についての解説が行われていることがわかります。

最後に、10分間の休憩が取られることが告げられ、その後の進行については明らかにされていません。"
AIは「ふしぎな生きもの」の夢を見るか【リモポケ学会#6】,https://www.youtube.com/watch?v=z4XULbTxi3c,"この動画では、AIを用いたさまざまな実験とその結果について語られています。まず、AIが未来パラドックスや古来の難しさを理解し、それに基づいて何かを生成する可能性について話しています。また、ビデオの選択理由として、大量のデータが存在するため、それらを利用して何かを生成するのが容易であると述べています。

さらに、AIを用いて新しい模様を簡単に作成することが可能であると説明しています。また、音声を生成できるAIモデルを使用して、ポケモンの新しい鳴き声を生成しようとした経緯についても触れています。しかし、時間がなく開発を進めることができなかったため、その計画は消えてしまったと述べています。

次に、AIが絵を描く能力について話しています。AIが音楽を再生する能力についても触れ、その驚きを表現しています。また、AIが絵を描く能力については、多くの人が知っていると述べています。

その後、特定の種の部分がピンクに色づいて徐々に蕾になるなど、徐々に特徴が変化していく過程を観察することができたと説明しています。また、体格が徐々にがっしりとしたような体格になっていったり、肌の色味が徐々に変化していく様子を捉えることができたと述べています。

最後に、テキサとイメージというモデルを使用した実験について説明しています。このモデルは、テキストを入力することで関連する画像を生成したり、テキストによって画像を好みの形に変換する機能を持っています。そして、今回使用するモデルはステーブルディフュージョンというモデルで、これを使用すると写実的なリアルな雰囲気の画像を生成することができると述べています。"
AR写真をはじめよう！夢と冒険とポケットモンスターの世界へ！【リモポケ学会#3】,https://www.youtube.com/watch?v=-IcrOK4bWws,この動画では、写真撮影を始めることを勧めています。現実世界を夢と冒険とポケットモンスターの世界として見ることを提案しています。プレゼンテーションが終わった後、視聴者からの感謝の言葉が述べられ、そのプレゼンテーションの内容と方法、そして使用された資料の質について高く評価されています。視聴者は驚いており、さまざまな観点からこのプレゼンテーションを評価しています。その後、視聴者に対して、YouTubeのコメント欄やTwitterで質問やコメントを投稿するように促しています。特に長文のコメントを書きたい場合はTwitterを推奨しています。その後、視聴者がライトプレイヤーとして感じること、そしてポッ系を取るのが大変だという話題に移ります。
GO TO MASUDA【リモポケ学会#2】,https://www.youtube.com/watch?v=9yb4cPXmbWA,"この動画では、主に富士急ハイランドでの体験やポケモンについての話題が中心となっています。富士急ハイランドに行った理由として、アイカツのイベントがあったためと述べています。また、その場で撮った写真には七倉小春というアイカツスターズのキャラクターのぬいぐるみが映っていました。

ポケモンについては、外伝作品の存在について言及しています。特にポケモンスマイルについて、多くのポケモンファンがそれを外伝と考えていると述べています。しかし、ポケモンスマイルはゲームフリークが開発していないため、外伝という位置づけになると説明しています。

さらに、ポケモンに関連した予測や過去のエピソードについても触れています。特に、ビードルのスクリーンショットを上げた際に、ファンがそれを新たな進化のヒントと勘違いしたエピソードを紹介しています。

また、海外旅行についての話題もあり、自身が海外に行ったことはないと述べつつ、地図を見ることや場所を調べることが好きであると話しています。特に、食べることが好きなため、一流のレストランに行きたいという願望を明かしています。

最後に、富士そばと増田屋という二つの飲食店について触れています。富士そばはチェーン店であるため、あまり期待しない方が良いと述べつつ、増田屋は見るからに美味しそうだと評しています。"
LEGENDSアルセウス コトブキムラ住民動態【リモポケ学会#3】,https://www.youtube.com/watch?v=aiwbMUK7Jo0,"この動画では、主にゲームの攻略やその中での体験について語られています。まず、ゲーム内のサブ任務について触れ、それらがいくつかのヒントを提供していることを指摘しています。また、ゲーム内での体験が現代の文化交流や差別の歴史に対しても同様のことが言えると述べています。

さらに、ゲーム内での異質な存在についても触れており、当初は遠ざけたいと思っていたものが次第に融和していく様子を説明しています。また、ポケモンが強い生き物である一方で、調査を進めることで人の営みを脅かすものばかりではないことが分かったと述べています。

しかし、共存が難しいものも存在し、そのような場合には、内容を遠ざけるのではなく、ぶつかり合って解決策を見つけることが求められていると指摘しています。全ての命が別の命と出会い何かを生み出すという考え方を提唱し、それぞれが伸びやかに生きられるような状況を模索し続けるべきだと述べています。

また、ゲームの攻略についても触れており、自分の経験だけでなく、他の攻略サイトを参考にしたことも明らかにしています。その後、時間の都合上、質問や感想の時間を終え、出演者に感謝の言葉を述べて動画を締めくくっています。"
Pokémon WCSを楽しもう カードゲーム編【リモポケ学会ex】,https://www.youtube.com/watch?v=bHUte8v_lXs,"この動画では、主にポケモンカードの世界大会について話しています。主催者はスケジュール表を確認し、D3の残りの日程について言及していますが、具体的な詳細は明らかにされていません。彼はトップ8の部分については確認できると述べています。

また、視聴者に対して質問や感想があるかどうか尋ね、その後、自身が店長を務める「vファクトリー東京」というお店の宣伝を行います。このお店は会員制で、少し入りづらいかもしれないと述べつつ、視聴者に遊びに来るように呼びかけています。

さらに、友人である伊藤慎太郎君と米田拓也さんについて話しています。伊藤慎太郎君は長年の友人で、一緒にポケモンカードを楽しむ仲間です。米田拓也さんはポケモンカードの世界大会に常に参加し続けている選手で、非常に強いと評価しています。

最後に、D4という場所で行われる決勝戦について触れています。ポケモンカードだけでなく、他のゲームの大会もこの場所で決勝戦が行われると述べています。ポケモンカードの大会は朝9時から始まり、ジュニア、シニア、マスターの順番で75分間の大会が各カテゴリーごとに行われます。

この動画の目的は、ポケモンカードの世界大会の配信を見るべきポイントを視聴者に伝えることで、ポケモンカードが大好きな人たちが集まる祭典として、各国のプレイヤーにエールを送る素晴らしい機会を提供することです。"
ある男【リモポケ学会#6】,https://www.youtube.com/watch?v=YGHAc3R7haQ,"この動画では、AIとポケモンについての話題が中心となっています。AIの進化について触れた後、ポケモンを通じてAIについて詳しく説明し、視聴者がAIに親しみを持つことを目指しています。また、AIが不思議な生き物の夢を見るかどうかについても言及しています。その後、10分の休憩を挟みます。

次に、王冠を使った戦略やバフの使用について話し、直接攻撃するスタイルが好きであることを述べています。また、筋トレが趣味であることや、小細工なしの真っ向勝負を好むことも明らかにしています。

さらに、ダンデとキバナがリーグの同期であることが判明し、ダンデの年齢が19から20歳ぐらいであるという視聴者からのコメントに対して、リーグには様々な年齢の人が参加していると述べ、ダンデの年齢が必ずしもその範囲であるとは限らないと説明しています。しかし、ダンデが高齢ではないこと、そしてソニアが博士課程の年齢であることを考慮すると、ダンデはおそらく20代前半であると推測しています。"
エーフィは何故たいようのいしで進化しないのか？【リモポケ学会#5】,https://www.youtube.com/watch?v=_48Gp5ybxys,"この動画では、ポケモンの世界について深く議論しています。特に、ポケモンの進化についての詳細な考察が行われています。例えば、ベトベターが月からのX線でポケモンになったという話や、現在の科学とポケモンの世界との差異について触れています。

また、特定のポケモンの進化方法についても言及しています。具体的には、雷の石を使ってレアコイルがジバコイルに進化することや、特殊な磁場でレアコイルが自爆オイルに進化すること、デンヂムシが桑子に進化することなどが話題に上がっています。

さらに、特殊な磁場でイーブイがサンダースに進化しない理由についても考察しています。その理由として、特殊な磁場は鋼タイプのポケモンに影響を与えるという視点が提供されています。

このように、この動画はポケモンの進化やそのメカニズムについての深い議論を提供しています。"
オニシズクモがすごい！【リモポケ学会#mini1】,https://www.youtube.com/watch?v=l7IJZtSdhq4,"この動画では、特定のデザイン要素についてのプレゼンテーションが行われています。複数の意味を持たせるアイディアについて語られ、それまでのデザインを逆転させる試みや顔の位置についての議論がなされています。これらの要素は一つの集大成のような組み立てとして考えられています。また、特定のデザイン要素、例えば「3足歩行と残った3本の足が水泡の支えになっている」という構造についても触れられています。

プレゼンテーションの後、視聴者からの質疑応答の時間が設けられています。視聴者はYouTubeのコメント欄やTwitterで質問を投稿することができます。特に、アリアドスの後ろの部分が足なのかという質問が取り上げられ、それがバトル後のモーションで体を支える役割を果たしているかどうかについて議論されています。また、最近の作品ではその部分がどのように描かれているのか、または使用されているのかについても言及されています。"
コイキングの強さ ギャラドスの弱さ【リモポケ学会#7】,https://www.youtube.com/watch?v=1ppzheaqgO0,"この動画では、プレゼンターがポケモンについての質疑応答を行っています。彼はポケモンの物理数学について話し、その宇宙に存在する教育と自然の摂理について語ります。彼は視聴者にポケモンワールドの真髄への議論を提供し、次のセッションを予告します。

また、彼はポケモンの育成やバリエーションについても触れています。特に、ギャラドスの存在について話し、その生態や図鑑説明について語ります。彼はギャラドスが平気で大量に存在すること、そしてその生態が図鑑説明とは異なることを指摘します。

さらに、彼はゲーム内でのポケモンの技の違いについても言及します。特に、コイキングの技が増えて強くなった理由について考察します。彼は、コイキングが山を越えることができるほど強くなったことを指摘し、その一方で、他のポケモンが同じ技を覚えた場合にはそれらがより強い可能性があることも認めます。"
サンドイッチ爆発学番外編 「なぜ我々は高所から具材を落とすのか？」【リモポケ学会#mini1】,https://www.youtube.com/watch?v=t28BmPqdOgw,"この動画では、ポケットモンスターのスカーレットバイオレットで遊べるミニゲーム、サンドウィッチ作りについてのプレゼンテーションが行われています。プレゼンテーションの内容は仮説に基づいた研究であり、妄想の域を出ないものであると明言されています。また、プレゼン内容の整合性を高めるために仮説を利用したり主観で話を進めている箇所が多いとのことです。

サンドウィッチ作りのミニゲームでは、具材と味付けを選び、パンの上にバランスよく乗せていくと説明されています。しかし、上手に積み上げないとパンから具材が落ちたり、具材が崩れたりするアクシデントが起きる可能性があるとのことです。

その後、視聴者からの質問に答えるセッションが行われています。質問は「なぜネギカレーを選んだのか」や「ポフィンとオニシズコモはどっちがすごいのか」など、ゲーム内の要素に関するものが多いです。また、視聴者からの質問はYouTubeのコメント欄やTwitterで受け付けているとのことです。

また、この動画では「サンドイッチ爆発学」という表現が使われていますが、公式サイトでは「サンドウィッチ」と表記されていると説明されています。その理由として、Twitterのハッシュタグを更新し続けてしまい、今更変更できないと判断したことが挙げられています。"
ジムリーダーから考えるキャラクターコンテンツとしてのポケモン【リモポケ学会#7】,https://www.youtube.com/watch?v=JiAz2LRPl0Y,"この動画では、主にジムリーダーについての議論が行われています。視聴者との対話やチャレンジに関わることが多く、ジムリーダーとの会話が可能な場面が増えることが望まれています。また、特定のジムリーダーとデートするなどの新しい要素が追加されることも期待されています。

質疑応答のセッションが終了した後、次のプレゼンテーションの予告があり、それは糀谷さんによる「記念スパイス徹底考察なぜシブスパイスではなく使用スパイスなのか」についてのものです。このプレゼンテーションでは、スパイスの特性やその使用方法について深く探求される予定です。

さらに、ビッグウェーブに乗ってこれまで目立たなかったトレーダーにスポットが当たるという話題も取り上げられています。ジムリーダーの大勝利と未来への希望についても触れられています。

また、ゲーム内のポケモンリーグやジムリーダーの商業的な側面についての考察が行われています。人気投票の結果も紹介され、男女のジムリーダーが一致して人気があること、特定の世代のキャラクターが好まれる傾向などが明らかにされています。特に、8世代と9世代のキャラクターが人気があることが指摘されています。"
ジムリーダーから考えるポケモンリーグ～組織と地域性～【リモポケ学会#6】,https://www.youtube.com/watch?v=z1SmXnawQLw,"この動画では、ポケモンリーグとその組織についての考察が行われています。まず、自己紹介として、話者がアマチュアで私学と文化人類学を趣味としていること、そしてホイップが大好きな人間であることが語られます。その後、ポケモンリーグが存在する理由や組織についての考察が始まります。また、ポケモンリーグが存在しない地域についても触れられています。

話者は、ポケモンリーグの存在理由について、野生のポケモンに対抗するためと説明します。また、ポケモンを戦わせる理由として、ポケモンに刺激を与え、ゼネラリスト（広範囲で知識やスキルを所有している人）を育てる目的があると述べています。スペシャリストではなくゼネラリストを育てる必要がある理由についても触れられています。

さらに、ポケモンレンジャーがポケモン界のスペシャリストの代表であると指摘し、彼らの育成には大きなコストがかかると説明します。具体的には、特殊な機材や制服のコスト、そしてポケモンをキャプチャーする難しさなどが挙げられています。これらのコストが高すぎるため、公共事業としては難しいとの見解を示しています。"
シンオウ地方の忘れられた神と宗教【リモポケ学会#2】,https://www.youtube.com/watch?v=pPD4ckuyh_M,"この動画では、主に神道、ポケモン、ゲームについての話題が展開されています。初めに、話者が自身の声が入っているか確認し、その後、深奥なシーンや専攻分野について触れています。また、質問の方に移る前に、自身が関係した施設について触れています。

その後、神道の存在や神道の移籍を作った人について言及し、ラーメン博士の研究データやAIの持ち方についても触れています。また、地方でタイプしているポケモンが生まれたことや、アローナ地方だけでそのデータが広まったことについても言及しています。

さらに、ゲームや市古謝の参考文献について触れ、バンバーやダイパ本編からの創造の妄想についても言及しています。また、レジェンズ本編で発表しないことについても触れています。

最後に、作成中に作業2を姉さんにご協力いただいたことに感謝の言葉を述べ、視聴者に対して感謝の言葉を述べています。また、レジェンズあるセンスや0が発表され、プレゼンの内容が大きく変わったことについても触れています。"
シンプルな対戦システムながら奥が深いGOの対戦【リモポケ学会ex】,https://www.youtube.com/watch?v=W3eo8Ae3SkA,"この動画では、主にポケモンゴーについての情報やアドバイスが提供されています。視聴者からの質問に対する回答形式で進行しており、ゲームの特定の側面についての詳細な説明が含まれています。また、ゲームのイベント情報についても触れられています。

特に、ポケモンゴーの対戦についての話題が多く、毎日ポケモンゴーの対戦を配信しているユーチューバーについても言及しています。そのユーチューバーは、さまざまなポケモンを使用しており、視聴者にとって参考になると述べています。

さらに、コミュニティイベントについても触れられています。これらのイベントは月に1回開催され、特別な技を持つポケモンが登場することで知られています。しかし、これらの特別な技はイベント期間中にしか覚えられないため、その時期にプレイすることが重要であると強調しています。

また、視聴者がゲームを始めるためのアドバイスも提供しています。具体的には、どのように始めればよいか、どのポケモンを使用すべきかなどについての指南が含まれています。"
スタートデッキ100の魅力 ~構築済みの新時代~【リモポケ学会#2】,https://www.youtube.com/watch?v=sqdhuPsQ0mM,"この動画では、ゲームのバランスとプレイの楽しさについて語られています。特に、ゲームのキャラクターやアイテムのバランス調整について、均等に調整するよりも他の要素に注力すべきだという意見が述べられています。また、ゲームバランスを考えずに楽しく遊ぶことが最も重要だという視点も示されています。

さらに、ゲーム「スタートで企画」についても触れられています。このゲームの最大の特徴は、プレイヤー自身がイレギュラーな状況を発見できることです。多くのゲームではプレイヤーが使用するキャラクターやアイテムを選ぶことができますが、「スタートで企画」ではデッキがランダムで、人気のデッキについての情報が少ないため、プレイヤーは新たな体験をすることができます。

しかし、一方で、多くの人がお勧めするキャラクターは性能が洗練されており、その使用方法についての情報が多く共有されているため、プレイヤーに高品質な体験を保証することができます。そのため、通常のゲームプレイのためには、情報が広く共有されている方が良いと考えられます。

最後に、「スタートデッキ」という概念についても触れられていますが、その詳細は動画の中で完全には語られていません。"
スバイレット増田　御意見無用【リモポケ学会#6】,https://www.youtube.com/watch?v=9GCqH2zD4gE,"この動画では、主に「益田市」や「田尻氏」についての議論が行われています。益田市について研究している理由の一つとして、益田市が伏線を張っているという点が全ての始まりになっていると述べています。また、田尻氏については、メディア出演が多く、個人的な発信もブログやSNSで多いという特徴があると指摘しています。そのため、データが多く、研究しやすいという点が挙げられています。

さらに、視聴者からの質問に対しても答えています。その中で、「増田ファクター」についての質問があり、エンディングクレジットに名前が載っているのはやはり増田ファクターが関係しているのかという質問に対しては、増田ファクターが関係している可能性があるとの見解を示しています。

また、スペインのサンドイッチの文化についても触れており、その中で増田ファクターを絞りすぎるのは研究として正しくないと述べています。さらに、「マスターファクター」がポケモンに含まれるかという質問に対しては、マツダファクターが確認された以上、これからもあるとの見解を示しています。

最後に、バレリア地方の裏モチーフが神奈川県であるという話題についても触れています。しかし、主は関東のことを詳しく知らないため、神奈川の話については詳しく語ることができないと述べています。"
ターンという概念の芽生え ～ルール追加による変遷～【リモポケ学会#3】,https://www.youtube.com/watch?v=Qo6ki8ehN2c,"この動画では、トリプルバトルという概念について深く掘り下げています。トリプルバトルは非常に大きな意味を持ち、特定の部分が存在することで、行動やターンの概念が複雑に絡み合うことがあります。これがややこしい状況を生む可能性があると説明しています。また、常識という部分についても触れており、客観的に見て当たり前と思える情報を常識と定義しています。新しい常識を作る最も単純な方法についても言及しており、それは時間をかけることであると述べています。

さらに、動画の後半部分では、細かい仕様やアーマーのような特定の要素について語っています。しかし、これらの要素が大船長に多く存在するわけではないと指摘しています。ダブルバトルやトリプルバトルは、特殊な戦術が必要になった時に初めて詳細を調べる必要があると述べています。そして、視聴者がトリプルバトルについて詳しく知りたいと思った時には、彼に声をかけて教えてもらうことを勧めています。最後に、視聴者に対してトリプルフリーで会うことを提案し、感謝の言葉を述べて動画を終えています。"
テラスタルとポケモンの脳〜医学的検査にむけての考察〜【リモポケ学会#7】,https://www.youtube.com/watch?v=7Sqdi1uVibY,"この動画では、主にポケモンについての話題が中心となっています。特に、ポケモンの脳細胞や進化についての議論が行われています。また、メガ進化についての説明も含まれています。動画の一部では、出演者が手作りのテラサル（おそらくポケモンの一種）を紹介しており、その作成過程や絵を描く様子についても触れられています。さらに、通信対戦についての話題や、勝ち負けにこだわらない自由なプレイスタイルについても言及されています。

また、視聴者からの質問に対する回答も行われており、その中でポケモンの脳についての解釈や、公式情報の必要性についての意見が述べられています。特に、脳が確実に存在するポケモンがテラストにできるという話題は、研究を革命的に進める可能性があると語られています。

動画の最後には、質疑応答の終了とともに、出演者からの感謝の言葉が述べられています。全体的に、ポケモンについての深い議論と情報共有が行われている動画と言えます。"
トランセルとモルフォンを繋ぐ痕跡は初期ドットにあった!?【リモポケ学会#4】,https://www.youtube.com/watch?v=VomXARRySeA,この動画では、特定のポケモンの開発についての噂や仮説が語られています。特に、モルフォンというポケモンが中心となっています。モルフォンがバタフリーと非常に似ているため、開発中に間違えられ、そのまま発売されたのではないかという噂が存在します。また、モルフォンの初期デザインについても触れられており、イラストよりも前に存在したドットの姿があり、その模様はアオスジアゲハという蝶に非常に似ていたと述べられています。そのため、モルフォンは元々アオスジアゲハとしてデザインされ、後にモルフォ蝶の名前をもらって実装されたのではないかという仮説が提唱されています。
トレーナーが繰り出すポケモンに込められた意図の考察【リモポケ学会#1】,https://www.youtube.com/watch?v=qwk3WHN4S6o,"この動画では、主にポケモンに関する話題が中心となっています。特に、ポケモンマスターズ（ポケマス）についての考察や、ポケモンのキャラクターとその相性についての議論が行われています。また、ポケモンのキャラクター、サザンドラのストーリーについても触れられており、その成長過程や心を開く様子についての感想が述べられています。

さらに、動画の中では、ポケモンのキャラクターが持つ特性や能力を比較し、それぞれのキャラクターがどのような役割を果たすのか、また、どのキャラクターが最も強いのかなどについての考察も行われています。また、ポケモンのキャラクターがどのように設計されているのか、その設計がどのようにキャラクターの性格や能力に影響を与えているのかについても議論されています。

さらに、動画の中では、ポケモンの都市伝説についても触れられており、それがどのように形成され、どのように伝えられているのかについての考察も行われています。また、ポケモンのトレーナーについても言及されており、その役割や特性についての考察が行われています。

また、動画の中では、視聴者に対しても考察を促すような発言がなされており、視聴者が自身の意見や考えをツイッターなどで共有することを奨励しています。最後に、新しい革新を取り入れることについての話題が提起され、それがどのように面白いかについての意見が述べられています。"
ニックネームのすゝめ【リモポケ学会#2】,https://www.youtube.com/watch?v=R5qhySnboUc,"この動画では、名前判断の結果の見方と、それをポケモンのニックネームに適用する方法について説明しています。名前判断の結果の見方には、天格（家柄）、人格（性格）、外殻（周囲の環境）、総格（総合的な運勢）などがあります。これらの要素を理解し、それぞれのポケモンのニックネームに適用することで、ポケモンの特性や環境をより深く理解することができます。

また、動画では主人公の女性がうまく通じる名前をつける例として、「龍平」、「龍騎」、「龍騎地リューター」などの名前を提案しています。しかし、「龍平」は外殻（環境）は良いですが、人格（性格）と近く（人当たりの良さ）に問題があると指摘しています。

さらに、動画の後半部分では、質疑応答の時間が終わりに近づいていることを伝え、視聴者に対して、それぞれのニックネームのメソッドをうまく活用して、これからポケモンたちにニックネームを付けて可愛がっていくように呼びかけています。そして、質問がまだある場合は、運動グルさんのツイッターで聞くことを提案しています。最後に5分の休憩を取ることを告知し、視聴者に感謝の言葉を述べて動画を終えています。"
